description,num_of_ratings,rating,price_after_discount,price_before_discount,is_bestseller,product_category,discount
OR 2Pcs/Set 3D Creative Imitation Telephone booth Wooden Door Wall Sticker DIY Mural Bedroom Home Decor Poster PVC Waterproof Door Sticker qy,0,0,965,965,No,telephone,0%
"SIADEE 10 Piece Spiral Hair Ties For Thick Hair, Coil Elastics Hair Ties, Multicolor Medium Spiral Hair Ties, No Crease Hair Coils, Telephone Cord Plastic Hair Ties For Women And Girls (Macarone Color)",0,0,183,183,No,telephone,0%
Victoria Al Mohandes Corded Landline Phone for Office and Home,0,0,525,666,No,telephone,21%
OR Rabbit Shaped Telephone with Musical Keys - Multi Color,0,0,1498,1498,No,telephone,0%
OR Doll Shaped Telephone for Kids,0,0,617,617,No,telephone,0%
Al Safwa Al Safwa T-41 Telephone Musical Toy Multicolor,0,0,417,417,No,telephone,0%
OR Rabbit Shaped Telephone with Musical Keys,0,0,1498,1498,No,telephone,0%
OR Rabbit Shaped Telephone with Musical Keys - Multi Color,0,0,1498,1498,No,telephone,0%
OR Rabbit Shaped Telephone with Musical Keys - Multi Color,0,0,1498,1498,No,telephone,0%
العدل تك تليفون أرضي سلكي العدل تك - 101C ابيض,0,0,550,550,No,telephone,0%
"Jouet Telephone Enfant Bebe 1 an، هاتف محمول من أجل Enfant fille Garcon، Jeux Educatif Cadeau fille 1 an، Jouets Musicaux Bebe 6 8 9 10 Mois، Jouets dapprentissage Précoce Einstein (الإنجليزية)",0,0,120,120,No,telephone,0%
ATA 32-Inch HD LED TV ATA32H0N Black,54,4.1,4055,4099,No,television,1%
ATA ATA HD LED Smart 32 inch Tv - Black,25,4.2,4999,4999,No,television,0%
ATA 43-Inch high quality LED TV ATA43F0N Black,32,4.1,7070,7070,No,television,0%
ATA 43-Inch Full HD LED Smart TV ATA43F0S Black,21,3.6,8099,8099,No,television,0%
Google Chromecast 2-HDMI Streaming Media Player 2724694314417 Black,30,1.5,408,600,No,television,32%
Castle Castle 32 Inch HD TV - AC2132,4,4.3,5050,5094,No,television,1%
"Castle Castle 43 Inch HD LED TV, Black - AC2543",1,5,8322,8322,No,television,0%
"LG 43 inch, LED Smart TV 43LM6300PVB / 43LM6370PVA Black",183,4.3,13349,14999,Yes,television,11%
Xiaomi Xiaomi TV 55 Inch 4K UHD Smart LED with Built-in Receiver & Google TV - L55MAAEG Black,38,4.4,16756,16756,No,television,0%
LG LG TV 65 Inch 4K UHD Smart LED with Built in Receiver - 65UA85006LA 65UA85006LA black,11,4.2,26750,38000,Yes,television,30%
LG LG TV 50 Inch 4K UHD Smart LED with Built in Receiver - 50UA85006LA 50UA85006LA black,45,4.3,19475,29000,No,television,33%
"Xiaomi Xiaomi TV A Pro 2025 65"" ELA5513GL Black",0,0,25052,25655,No,television,2%
Samsung 55 Inch 4K UHD Smart LED TV with Built-in Receiver - UA55DU7000UXEG Black,233,4.1,19949,21999,Yes,television,9%
SKYLINE 32-Inch HD LED TV Skyline LED32-22A Black,511,4.2,3999,6199,Yes,television,35%
Samsung 32-Inch HD Smart TV With Built In Receiver UA32T5300A / UA32T5300AUXEG Black,1200,4.4,8799,8799,Yes,television,0%
Samsung 43-Inch Full HD Smart TV With Built In Receiver 43T5300 / UA43T5300AUXEG Black,483,4.3,13350,14299,No,television,7%
SKYLINE 32-Inch HD LED Android Smart TV Skyline LED32-22S Smart Black,99,4,4879,5699,No,television,14%
Samsung 65 Inch 4K UHD Smart LED TV with Built-in Receiver - UA65DU7000UXEG Black,218,4.1,25299,32999,Yes,television,23%
"SHARP 65 Inch 4K Frameless TV, Android, Built-In Receiver 4T-C65DL6EX Black",148,4.3,22429,27399,Yes,television,18%
"TORNADO 32 Inch HD Smart TV, Built-In Receiver - 32ES1500E Black",150,4.2,8320,8399,No,television,1%
Haier 55 Inch 4K UHD Smart Google TV - Dolby Audio - Stereo Speaker - MEMC/VRR/ALLM  - 2+32GB RAM/ ROM - Voice Control - HDR10 - Chromecast- HDMI 2.1 - Bezel-Less Design - H55K80EU Black,29,4.5,15799,17999,Yes,television,12%
Haier 43 Inch FHD Smart Google TV - Dolby Audio - Stereo Speaker - Voice Control - HDR10 - Chromecast- HDMI 2.1 - Bezel-Less Design - H43K80EF Black,49,4.2,9899,13999,Yes,television,29%
Samsung Samsung 43 Inch 4K UHD Smart LED TV [2024 Model] UA43DU7000UXEG Black,42,4.4,14999,14999,No,television,0%
Samsung Samsung 58 Inch 4K UHD Smart LED TV with Built in Receiver - 58CU7000 58CU7000 Titan Gray,69,4.6,21799,25999,No,television,16%
Jac 43-Inch HD Smart LED TV Ngl-143 Black,10,4.6,8599,13499,No,television,36%
Samsung 50 inch 4K Upscaling LED HDR Smart TV | Crystal UHD | Pure Color | Built-in Receiver | 50HZ | Tizen OS | Q-Symphony | (2024) - UA50DU7000UXSA Black,866,4.5,17700,17900,No,television,1%
RT Home RT-32SA LED TV 32 INCH HD SMART ANDROID 9 FRAMELESS,28,4.1,5819,5819,No,television,0%
HOHO 32-Inch HD LED Standard TV HK 3205 Black,64,4.4,4099,4600,No,television,11%
Samsung 75 Inch 4K UHD Smart LED TV with Built-in Receiver - 75DU7000 Black,9,4.4,32149,43999,No,television,27%
"Samsung Smart TV, QLED, Q60D, 50 Inch, 2024, 100% Color Volume with Quantum Dot, 4K Upscaling, Tizen OS, AirSlim Design QA50Q60DAUXZN Black",3600,4.3,22280,27999,No,television,20%
SHARP SHARP FHD Smart Frameless TV 43 Inch Built-In Receiver - 2T-C43FG6EX Silver,112,4.3,14465,14465,Yes,television,0%
"Samsung Smart TV, Crystal UHD, DU8000, 50 Inch, 2024, Dynamic Crystal Color, 4K Upscaling, Tizen OS, AirSlim Design UA50DU8000UXZN Titan Gray",3600,4.3,19999,19999,No,television,0%
Samsung 43-Inch Full HD Smart TV With Built In Receiver With Wall Mount 43T5300 Black,7,3.7,13349,13499,No,television,1%
"Samsung 50 Inch TV Crystal Processor 4K LED [2024 Model] UA50DU8000UXEG, DU8000 Titan Gray",3600,4.3,19499,19818,No,television,2%
HOHO 43-Inch Full HD Smart LED TV HK4305S1 Black,8,3.8,11699,11699,No,television,0%
Jac 32-Inch HD LED TV 32N Black,13,4.2,5200,5200,No,television,0%
Samsung Samsung 65 Inch 4K UHD Smart LED TV - [2024 Model] UA65DU7000UXEG Black,22,3.6,25248,25352,No,television,0%
Samsung ‎55 Inch Neo QLED 4K QA55QN85DBUXEG Tizen OS Smart TV‎ Black QA55QN85DBUXEG Black,1,5,39027,39027,No,television,0%
Samsung 55-Inch QLED 4K Smart TV QA55Q60DAUXEG Black,41,4.3,25300,28999,No,television,13%
"Samsung Smart TV, Crystal UHD, DU7000, 55 Inch, 2024, PurColor, 4K Upscaling, Tizen OS, Q-Symphony UA55DU7000UXZN Black",3600,4.3,19949,20999,No,television,5%
LG 55 Inch 4K QNED TV Smart TV 55QNED756RB Black,53,4.3,36900,40000,No,television,8%
LG OLED Evo CS3 55 Inch 4K Smart TV 2023 OLED55CS3VA Black,144,4.3,87075,87075,No,television,0%
RT Home RT-32A LED TV 32 INCH HD iCast Frameless,13,3.8,4778,4778,No,television,0%
LG LG UHD 4K TV 55 Inch 55UQ75006L BLACK,29,4.5,25199,28499,No,television,12%
Haier 43 Inch FHD - Miracast-  Dolby Audio - Built in Receiver - FHD - Model 2024 H43K70EF Black,15,3.9,8499,12000,No,television,29%
LG LG Nanocell 50 Inch Smart TV with Magic Remote- 50NANO776RA Black,9,4.8,28944,29048,No,television,0%
ITEL S32101BE TV 32 Inch - iCast HD 060UYCNAFAMk3 Black,10,4.9,4673,4673,No,television,0%
"Samsung 55"" Class CU7000 Crystal UHD 4K Smart TV (2023) 55CU7000 Titan Gray",44,4.2,22999,25999,No,television,12%
RT Home RT-40A FHD LED TV 40 INCH iCast,12,4.4,6861,6861,No,television,0%
"Samsung Smart TV, Big TV, Crystal UHD, DU8000, 75 Inch, 2024, International Version Dynamic Crystal Color, 4K Upscaling, Tizen OS, AirSlim Design UA75DU8000 Titan Gray",3600,4.3,43499,56999,No,television,24%
LG LG 55 Inch OLED TV - Smart ThinQ - Slim Style - 4 Side Cinema - OLED55A36LA Black,1,5,58399,59999,No,television,3%
Beko 50 Inches Crystal 8 Smart TV - 4K UHD - Google OS - Dolby Vision - HDR10+ - B50MD895A,0,0,17490,22999,No,television,24%
Beko 55 Inches Crystal 8 Smart TV - 4K UHD - Google OS - Dolby Vision - HDR10+ - B55MD895A,1,5,19499,25999,No,television,25%
Samsung 65 Inch 4K UHD Smart LED TV with Built-in Receiver - 65DU8000UXEG Black,3,5,28999,28999,No,television,0%
Beko 50 Inches Crystal 7 Smart TV - Android OS - Google Apps - UHD - WiFi - Smart Control App - Turkey - B50MD790B,0,0,16990,20490,No,television,17%
Haier 50-Inch 4K UHD Smart LED TV LE50K6600UG Black,0,0,17694,17694,No,television,0%
RT Home RT-43A FHD LED TV 43 INCH iCast,10,3,8007,8007,No,television,0%
"TORNADO 43 Inch FHD LED TV, Built-In Receiver 43ER9300E Black",37,4.3,12590,12590,No,television,0%
Jac Jac 55 Inch 4K UHD Smart LED TV - 55JB631,0,0,14999,14999,No,television,0%
"TORNADO 32 Inch HD TV, Built-In Receiver 32ER9300E Black",101,4.5,7903,7903,No,television,0%
Toshiba 32-Inch HD LED TV With Built In Receiver 32L3965EA Black,10,4.4,8413,8422,No,television,0%
Jac 43-inch Smart Android Full HD  LED TV from J ac,34,3.8,8690,16499,No,television,47%
Fresh 43 Inch FHD Smart LED TV - 43MF423C,31,3.9,10090,13000,No,television,22%
"Caixun Caixun 32 Inch HD Frameless LED TV - 2 HDMI - 2 USB - Wide Viewing Angle, DLED, CAI32VA4NHA1A",0,0,4680,4680,No,television,0%
"Samsung Smart TV, Crystal UHD, DU7000, 50 Inch, 2024, PurColor, 4K Upscaling, Tizen OS, Q-Symphony (UAE Version) UA50DU7000 Black",3600,4.3,17675,18999,Yes,television,7%
"Mirage Mirage 43 Inch TV, FHD Frameless , DLED, 43MN3000",0,0,7945,7945,No,television,0%
Evolve Evolve 43 Inch FHD Smart LED TV Frameless With Built-in Receiver - VLD43SD,3,5,8099,10000,No,television,19%
"Mirage Mirage 32-inch TV, , Frameless HD, 32MRNF820, DLED",0,0,4680,4680,No,television,0%
"Caixun Caixun 43 Inch FHD Smart Frameless LED TV - Whale OS with T2/S2 - 3 HDMI, 2 USB - Dolby Audio - Android 13 - LE-43VA4 - Black, CAI43VA1SFFTSB",0,0,9070,9070,No,television,0%
Ultra ULTRA 43 Inch FHD Smart LED Frameless TV - UT43SEL2,1,5,9199,12990,No,television,29%
Fresh Fresh 43 Inch Frameless FHD Smart LED TV - 43MF423C,0,0,10851,10851,No,television,0%
"SKY LED TV FHD 43 smart, Frameless + Coolita OS + Digital tv with Magic Remote & COO-link app from mobile",0,0,8799,9999,No,television,12%
ATA ATA Smart TV Screen 50 inch 4K UHD - ATA50UOS-L,1,5,12238,12238,No,television,0%
Haier 65 Inch 4K QLED Smart Google TV | Gaming@120 Hz | Dolby Audio | MEMC/VRR/ALLM | 2+32GB RAM/ROM | Voice Control | HDR10 | Chromecast | HDMI 2.1 | Premium Bezel-Less Design - H65S80FUX Black S80FUX black,23,4.2,23199,26999,No,television,14%
Evolve 43 Inch FHD Smart LED TV Frameless - VLD43SAWOR,14,4.2,7899,8999,No,television,12%
Evolve 32 Inch HD LED Frameless TV -VLD32NA,90,3.9,3899,4999,No,television,22%
"SKY Frameless 43 LED TV Smart Android TV14 with Built-In receiver, with Magic lighting remote",6,3.7,7799,8200,Yes,television,5%
Grouhy 55 Inch 4K Ultra HD LED Smart Frameless TV With Built In Receiver - GLD55SAWOR,8,4.5,13899,14999,No,television,7%
"Fresh Fresh 43 Inch FHD Smart LED TV with Built in Receiver, Black - 43LF424RD",3,5,10150,13999,No,television,27%
Grouhy Grouhy 43 Inch FHD Smart LED TV Frameless With Built-in Receiver - GLD43SDV2,3,5,8299,8999,No,television,8%
Grouhy Grouhy 40 Inch HD Smart LED TV Frameless - GLD40SAWORV2,0,0,6900,8999,No,television,23%
Haier 50 Inch 4K UHD Smart Google TV - Dolby Audio - Stereo Speaker - MEMC/VRR/ALLM  - 2+32GB RAM/ ROM - Voice Control - HDR10 - Chromecast- HDMI 2.1 - Bezel-Less Design - H50K80EU Black,29,4.1,13879,16999,No,television,18%
Samsung 75 Inch 4K UHD Smart LED TV with Built-in Receiver - 75DU7000 UA75DU7000UXEG Black,25,3.9,32149,43999,Yes,television,27%
Grouhy Grouhy 40 Inch HD LED TV Frameless - GLD40NA,0,0,6099,7999,No,television,24%
Samsung 50 Inch QLED Smart TV Neural HDR Quantum Processor Lite 4K - QA50Q7FAAUXEG ( 2025 ) QA50Q7FAAUXEG black,1,4,21450,30000,No,television,29%
Samsung 65 Inch QLED Smart TV Neural HDR Quantum Processor Lite 4K QA65Q7FAAUXEG ( 2025 ) QA65Q7FAAUXEG Black,0,0,33383,35899,No,television,7%
"Fresh Fresh HD TV Screen, 32 Inch – 32LH223",0,0,5190,7250,No,television,28%
Jac JAC 43 Inch FHD LED TV - 43JD3120B,0,0,7788,8500,No,television,8%
Jac Jac 32 Inch HD Smart LED TV - 32JB611,2,5,5399,7999,No,television,33%
Evolve 43 Inch FHD LED Frameless TV - VLD43NA,47,3.2,6949,9999,No,television,31%
Grouhy Grouhy 32 Inch HD Smart LED TV Frameless With Built-in Receiver - GLD32SDV2,1,5,5699,7999,No,television,29%
Haier Haier 50 Inch 4K QLED Smart Google TV – H50S80FUX H50S80FUX Black,0,0,18500,22000,No,television,16%
"Samsung 32"" Class HD H5000F Smart TV (2025) - H5000FUXEG UA32H5000FUXEG black",0,0,8609,8850,No,television,3%
Xiaomi Xiaomi TV 32 Inch HD Smart LED with Built-in Receiver & Google TV - L32M8P2EG Black,39,4.2,6899,6999,No,television,1%
"HYUNDAI Hyundai 50 Inch 4K UHD Smart LED TV with Built in Receiver - L50HYNDA650, With Magic Remote",0,0,14499,14999,No,television,3%
ARMADILLO Armadillo 32 Inch HD LED Frameless,0,0,4799,5999,No,television,20%
LG 55 inch 4K Smart TV QNED 60Hz 55QNED80T6B Black,4,4.5,38111,38111,No,television,0%
Haier 55 Inch 4K QLED Smart Google TV | Gaming@120 Hz | Dolby Audio | MEMC/VRR/ALLM | 2+32GB RAM/ROM | Voice Control | HDR10 | Chromecast | HDMI 2.1 | Premium Bezel-Less Design - H55S80FUX Black S80FUX black,23,4.2,20699,22999,No,television,10%
SHARP 4K Smart Frameless TV 55 Inch Built-In Receiver 4T-C55FL6EX 4T-C55FL6EX Silver,13,4.2,21757,21757,No,television,0%
Haier Haier 65 Inch 4K UHD Smart QLED TV with Built-in Receiver H65S80EU Black,3,3.8,25399,30999,No,television,18%
Grouhy 50 Inch 4K Android LED Frameless TV - GLD50SAWORV2,3,5,12499,16000,No,television,22%
Grouhy 32 Inch LED TV Frameless - GLD32NAV2,33,3.9,4199,5460,No,television,23%
"Syinix Cynex 32-inch Frameless LED HD TV, A+ Panel with Built-in Receiver, Black - 32E61M-S",0,0,4600,7000,No,television,34%
"HYUNDAI Hyundai 50 Inch Frameless WebOS 4K UHD Smart LED TV with Built in Receiver, Black",0,0,14399,18999,No,television,24%
LG 50 Inch Nano Cell NANO80T 4K Smart TV AI Magic remote HDR10 webOS24 - α5 AI Processor Gen7 50NANO80T6A Black,13,4.8,23499,28999,No,television,19%
Haier 65 Inch 4K UHD Smart Google TV - Dolby Audio - Stereo Speaker - MEMC/VRR/ALLM  - 2+32GB RAM/ ROM - Voice Control - HDR10 - Chromecast- HDMI 2.1 - Bezel-Less Design - H65K80EU Black,20,4.8,19950,20199,No,television,1%
Jac 32 inch LED HD TV from 32-JB0310,17,4,5250,8000,No,television,34%
Haier 32 Inch HD Smart Google TV - Dolby Audio - Stereo Speaker - Voice Control - HDR10 - Chromecast - HDMI 2.1 - Bezel-Less Design - H32K80E Black,14,4.5,6489,10999,No,television,41%
"ARMADILLO Armadillo 32-inch Frameless HD LED TV, Black - ARM32VA1N",0,0,4200,7000,No,television,40%
Haier Haier 55 Inch 4K UHD Smart QLED TV with Built-in Receiver - H55S90EU H55S90EU Black,0,0,26499,32499,No,television,18%
Syinix Syinix Screen 40 LED HD I-Cast Smart Built In Receiver - 40E1M-L,0,0,6999,6999,No,television,0%
جاك شاشة جاك 32 بوصة ELD سمارت اند رويد بدون اطار,29,4.4,5499,9999,Yes,television,45%
Evolve 50 Inch 4K Smart LED Frameless TV - VLD50SAWOR,0,0,12225,15999,No,television,24%
Haier 50 Inch 4K QLED Smart Google TV - Gaming@120 Hz  - Dolby Vision & Atmos - MEMC/VRR/ALLM  - 2+32GB RAM/ ROM - Voice Control - HDR10 - Chromecast- HDMI 2.1 - Premium Bezel-Less Design - H50S80EU Black,11,4.7,17999,17999,No,television,0%
"Jac 43-inch LED TV, Full HD, from Jac",10,3.4,7799,12999,No,television,40%
ARMADILLO Armadillo 43 inch Full HD Smart TV with Built-in Receiver,0,0,8890,9999,No,television,11%
"Syinix Syinix LED 43"" TV FHD Smart 43S65",0,0,9499,9499,No,television,0%
Jac jac smart tv 43 inch android 43jd6121F FHD,1,4,8750,8850,No,television,1%
"Samsung Smart TV, Crystal UHD, DU7000, 55 Inch, 2024, International Version PurColor, 4K Upscaling, Tizen OS, Q-Symphony UA55DU7000 Black",3600,4.3,20403,20403,No,television,0%
"HYUNDAI Hyundai LED TV 55 UHD 4K WebOs & Built In Receiver Frameless -L55HYNDA650, with magic remote",1,5,16499,16499,No,television,0%
LG 55 Inch Nano Cell NANO80T 4K Smart TV AI Magic remote HDR10 webOS24 - α5 AI Processor Gen7 55NANO80T6A Black,10,3.5,24499,24999,No,television,2%
ARMADILLO Armadillo 50 Inch UHD Smart LED TV with Built-in Receiver,0,0,14999,15999,No,television,6%
"Samsung The Frame Smart TV, Lifestyle TV, 55 Inch, 2024, International Version  Matte Display, Modern Frame Design, Customizable Frame, Art Mode QA55LS03D Black",3600,4.3,34999,44000,No,television,20%
Haier 55 Inch 4K QLED Smart Google TV - Gaming@120 Hz  - Dolby Vision & Atmos - MEMC/VRR/ALLM  - 2+32GB RAM/ ROM - Voice Control - HDR10 - Chromecast- HDMI 2.1 - Premium Bezel-Less Design - H55S80EU Black,6,4.2,22999,22999,No,television,0%
Tradinggoo Tradinggoo 32 inch HD LED TV - 32TA1001,0,0,3980,3980,No,television,0%
"GRONEX Gronex 43 Inch FHD Smart Frameless LED TV - Whale OS with T2/S2 - Android 13, Dolby Audio - 3 HDMI, 2 USB - LE-43VA4S - Black, 43GW6070",0,0,9885,9885,No,television,0%
Samsung 65 Inch 4K UHD Smart LED TV with Built-in Receiver - 65DU8000 UA65DU8000UXEG Black,37,4.5,28096,28096,No,television,0%
"Mirage Mirage 43 Inch FHD - Frameless - DLED,  Smart TV,43MA6000",0,0,9070,9070,No,television,0%
"Samsung Smart TV, Big TV, Crystal UHD, DU8000, 75 Inch, 2024, Dynamic Crystal Color, 4K Upscaling, Tizen OS, AirSlim Design UA75DU8000UXZN Titan Gray",3600,4.3,43499,56999,No,television,24%
Samsung 75 Inch 4K Smart TV QA75QN90DAUXSA Carbon Silver,11,4.5,106499,106499,No,television,0%
"Master Elektron Master elektron LED TV 32"" smart android frameless",0,0,5990,5990,No,television,0%
"GRONEX Gronex 32 Inch HD Frameless LED TV - 2 HDMI, 2 USB, AV, RF, Earphone - Wide Viewing Angle - Black",0,0,5250,5250,No,television,0%
Samsung 65 Inch QLED 4K UHD Smart TV - The Frame - 65LS03DAUXEG - 65LS03 Black,0,0,44999,59999,No,television,25%
"HYUNDAI Hyundai 43 Inch FHD Smart LED TV with Built in Receiver - L43HYNDA630, With Magic Remote",0,0,10899,13999,No,television,22%
Haier Haier 50 Inch 4K UHD Smart QLED TV with Built-in Receiver - H50S80EU H50S80EU Black,0,0,21236,21861,No,television,3%
بيكو تلفزيون كريستال 7 الذكي فائق الدقة مقاس 50 بوصة - معالج رباعي النواة - نظام تشغيل أندرويد - تطبيقات جوجل - واي فاي - HDR نشط - تعتيم ميكرو - تقنية دولبي (الصوت والصورة) - B50MD790B,1,5,16990,20990,No,television,19%
Grand Grand 32 Inch HD LED TV - GN32111111,0,0,4099,4500,No,television,9%
Samsung Samsung 75 Inches 4K UHD Smart QLED TV with Built in Receiver - 75Q70DAUXEG 75Q70D Black,3500,4.4,61699,61699,No,television,0%
"Syinix Syinix 32 Inch I-cast Frameless Smart LED HD TV, A+ Panel with Built-in Receiver, Black - 32E61M",0,0,6100,6100,No,television,0%
"Castle Castle 65 Inch HD LED Smart TV, Black - LEDCT3065SU",0,0,19923,19923,No,television,0%
"Samsung 55 Inch QLED TV, Q7F, 4K, Q4 AI Processor, 100% Color Volume with Quantum Dot,  Knox Security, Endless Free Content,  Vision AI Smart TV, QA55Q7FA (2025 - International Version) Q7F BLACK",2,4.5,25499,26999,No,television,6%
"Samsung 43 Inch FHD Smart TV, Free contents by TV Plus, Secured by Knox UA43F6000FUXSA black",3,5,13749,14699,No,television,6%
LG 43 inch  UHD 4K Smart TV Black 43UA85006LA black,1,5,18450,23500,No,television,21%
TORNADO 4K Smart Frameless DLED TV 58 Inch 58US4600E 58US4600E black,0,0,20611,20611,No,television,0%
"LG 65 Inch LG QNED 4K Smart TV AI Magic remote HDR10, 120HZ, webOS24 2024 65QNED86T6A Black",1700,4.5,48999,59999,No,television,18%
"HOHO 39-inch, HD Display, HO3906",0,0,6290,6500,No,television,3%
Fresh 43 Inch Frameless FHD Smart LED TV - 43MF423C,0,0,10499,13999,No,television,25%
"HOHO 50-inch Smart TV, 4K ULTRA HD Display, Frameless, HS5006SFL",0,0,12666,12700,No,television,0%
SHARP Smart Frameless TV 4K  50 Inch Built-In Receiver 4T-C50FL6EX 4T-C50FL6EX black,0,0,22798,23007,No,television,1%
LG 65NANO80A6A 65 inch NanoCell AI NANO80 4K Smart TV AI Magic remote HDR10 webOS25 2025 65NANO80A6A black,27,4.4,33900,46900,No,television,28%
LG 65NANO80A6A 65 inch NanoCell AI NANO80 4K Smart TV AI Magic remote HDR10 webOS25 2025 65NANO80A6A black,27,4.4,33900,46900,No,television,28%
LG 55NANO80A6A 55 inch NanoCell AI 4K Smart TV AI Magic remote HDR10 webOS25 [2025] 55NANO80A6A black,27,4.4,29800,35800,No,television,17%
Wilson TV Wilson 32-Inch Smart Frameless,0,0,5358,5358,No,television,0%
"Beko Beko 50 inch 4K UHD LED Smart TV, with Built-in Receiver- B50M D 895 A",0,0,18349,23999,No,television,24%
SHARP SHARP 4K Smart Frameless TV 55 Inch 4T-C55FJ16EX 4T-C55FJ16EX black,0,0,22000,22382,No,television,2%
SHARP SHARP 4K Smart Frameless TV 50 Inch 4T-C50FJ16EX 4T-C50FJ16EX black,0,0,19778,19778,No,television,0%
Syinix 50 Inch 4K UHD Smart LED TV with Built-in Receiver – 50U51,0,0,14699,15999,No,television,8%
"Beko Beko Smart TV, 55 inch, Crystal LED, 4K resolution, Built-in receiver, B55M D 895 A",0,0,19589,19589,No,television,0%
Fresh Fresh Linux Frameless 50 Inch 4K UHD - 50LU434RL,0,0,17299,18000,No,television,4%
LG 65 inch LG QNED AI QNED80 4K Smart TV AI Magic remote HDR10 webOS25 2025 65QNED80A6A black,0,0,38999,48999,No,television,20%
Samsung 55 Inch 4K Smart OLED TV QA55S90DAUXEG Black QA55S90DAUXEG black,0,0,54147,54999,No,television,2%
"Syinix 32 inch I-cast Smart LED HD TV, A+ Panel with Built-in Receiver, Black - 32S51",0,0,6499,6499,No,television,0%
"ماستر اليكترون ٣٢"" عادية بدون اطار اتش دي",0,0,4950,4950,No,television,0%
TORNADO 4K Smart Frameless QLED TV 50 Inch Built-In Receiver 50QA3400E Black,0,0,22115,22115,No,television,0%
"Samsung Smart TV, QLED, Q80D, 55 Inch, 2024, NQ4 AI Gen2 Processor, 4K AI Upscaling, Direct Full Array, Tizen OS QA55Q80DAUXZN Eclipse Silver",3600,4.3,39599,51299,No,television,23%
Samsung 65 Inch Crystal UHD U8000F 4K Samsung Vision AI Smart TV (2025) - UA65U8000FUXEG UA65U8000FUXEG black,0,0,30900,39500,No,television,22%
Samsung 50 Inch Crystal UHD U8000F 4K Samsung Vision AI Smart TV (2025) - UA50U8000FUXEG UA50U8000FUXEG black,0,0,18749,18749,No,television,0%
Ultra ULTRA 32 Inch HD Smart LED Frameless TV - UT32AS,0,0,5990,9500,No,television,37%
Master Elektron LED 40 Inch Smart TV Android Frameless,0,0,8999,8999,No,television,0%
Tradinggoo Tradinggoo 43 Inch Full HD Frameless TV - 43TA1001,0,0,6999,6999,No,television,0%
"جاك شاشة تلفزيون سمارت جاك 50 بوصه LED، بدقة 4K UHD، بريسيفر داخلي - 50JB831",1,5,12599,14999,No,television,16%
"تريدنجوو تلفزيون تريدنجوو ، 43 بوصة Full HD سمارت بدون فريم - 43TA1002",0,0,7999,7999,No,television,0%
"Samsung Smart TV, Big TV, QLED, Q60D, 85 Inch, 2024, 100% Color Volume with Quantum Dot, 4K Upscaling, Tizen OS, AirSlim Design QA85Q60DAUXZN Black",3600,4.3,72999,72999,No,television,0%
"TORNADO 32 inch LED TV, HD Resolution, Built-in Receiver - 32EC3300E Black",47,4.4,7700,7999,No,television,4%
"Samsung 85 Inch Crystal UHD TV, U8000F, 4K, Crystal Processor 4K, MetalStream Design,  Knox Security, Endless Free Content, Smart TV, UA85U8000 (2025 - International Version) U8000F BLACK",1,5,58999,58999,No,television,0%
"Samsung 85 Inch Crystal UHD TV, U8000F, 4K, Crystal Processor 4K, MetalStream Design,  Knox Security, Endless Free Content, Smart TV, UA85U8000FUXZN (2025 - UAE Version) U8000F BLACK",1,5,58999,58999,No,television,0%
"Haier 55 Inch 4K UHD QLED Smart TV with Built-in Receiver, H55S80FUX black",0,0,21999,21999,No,television,0%
Samsung 43 Inch Full HD Smart LED TV with Built-in Receiver [2025 Model] UA43F6000FUXEG Black,0,0,13990,22500,No,television,38%
Samsung ‎‎85 Inch QLED Q60D 4K Tizen OS Smart TV (2024)‎‎ QA85Q60DAUXEG black,0,0,72999,89999,No,television,19%
ألترا شاشة تلفزيون الترا 32 بوصة دقة HD وتقنية LED- موديل UT32HV2,0,0,4840,8500,No,television,43%
"Samsung Smart TV, Crystal UHD, DU7000, 70 Inch, 2024, International Version PurColor,   4K Upscaling, Tizen OS, Q-Symphony UA70DU7000 Black",3600,4.3,31028,31028,No,television,0%
"شاشة  حجم 21.5 بوصة بتقنية ليد - DM-E2214H، أسود، 1920 x 1080",0,0,2850,2850,No,television,0%
SHARP HD Smart Frameless TV 32 Inch Built-In Receiver - 2T-C32FG6EX Silver,64,4.5,8899,8999,No,television,1%
Panasonic 32 inch Standard TV FHD TH-32H400E Black,0,0,7699,7699,No,television,0%
"Samsung Smart TV, Crystal UHD 4K, CU8000, 50 Inch, 2023, Crystal Processor 4K, Airslim, Dynamic Crystal UA50CU8000UXZN Titan Gray",3600,4.3,40050,40050,No,television,0%
Panasonic 4K Ultra HD Smart TV - TH-50HX650E TH-50HX650E Black,0,0,17999,17999,No,television,0%
"LG 55-Inch 4K Ultra HD Smart OLED TV With AI ThinQ, Dolby Vision IQ, Dolby Atmos, webOS, Alexa Built-In, Google Assistant, HDMI 2.1, Gaming Mode OLED55B46LA Black OLED55B46LA Black",144,4.3,93725,93725,No,television,0%
"Ultra Ultra Smart TV 43 Inch, Built-in Receiver, Ut43SH-V2, LCD, Black",0,0,10999,10999,No,television,0%
Samsung 40-Inch Smart Full HD LED TV With Built-In Receiver UA40T5300/UA40T5300AUXEG Black,1200,4.4,11749,11800,No,television,0%
Samsung 32 Inch HD Smart LED TV With Built-in Receiver - UA32T5300 / UA32T5300AUXEG Black,89,4.3,19975,19975,No,television,0%
